9,19,29,39,49,59,69,79,89,99,109,119,129,139,149,159,169,179,189,199,209,219,229,239,249,259,269,279,289,299,309,319,329,339,349,359,369,379,389,399,409,419,429,439,449,459,469,479,489,499,509,519,529,539,549,559,569,579,589,599,609,619,629,639,649,659,669,679,689,699,709,719,729,739,749,759,769,779,789,799,809,819,829,839,849,859,869,879,889,899,909,919,929,939,949,959,969,979,989,999,
100,300,400,500,600,900,1100,1400,1500,1700,1900,2800,3100,3200,3300,4900,4800,5000,5300,5500,5200,8400,8200,8200,8400,16400,17700,27400,21400,22200,27400,24200,26200,27800,30000,30700,32800,22000,20500,22800,21900,25100,26300,34200,30600,29800,34000,32900,39300,41200,42800,42200,43600,45400,47800,50100,45500,56200,48900,56100,61400,45400,52800,48500,51900,57000,58300,55800,58400,60600,65900,71000,64500,66200,65100,72400,85300,86400,70700,87100,88600,78400,80200,66700,63400,70100,59700,75300,75400,74700,99700,56600,62800,64100,61200,67300,72300,74500,68800,73400,
100,300,300,400,500,500,900,1100,1100,1200,1500,2500,2500,5700,6000,4000,4100,4400,4700,10200,4600,7300,7300,7500,7600,15800,17600,19100,20500,21100,23000,23100,26000,26700,28700,30200,31600,18900,25100,37700,48500,41100,26000,31300,29200,47500,31200,58100,33300,39400,37500,40000,41200,38100,41800,48700,52600,75800,55200,53600,50200,45700,47900,92000,50600,53600,54000,51500,52300,54100,58700,61200,69300,121300,66600,74100,66500,69600,77900,77800,88400,82100,93800,152400,70400,68000,68200,83800,171500,75400,74400,83700,54200,66000,79200,74200,81800,79300,82300,73100,
0,100,500,400,400,500,1600,1000,1100,1300,3800,2300,2500,2700,2900,6800,4400,4200,4400,10400,4300,11700,12700,7300,7400,15800,17000,18700,19900,20600,22500,23300,27100,28100,27800,29500,33300,32500,34200,37900,24700,24100,27600,26600,26500,29600,33600,28500,34700,31800,38300,34700,35200,76300,43000,46300,70600,48400,55200,78300,53300,83700,47500,50200,49000,50600,54000,54100,54400,57600,60700,60100,64900,59600,65700,129700,76200,73100,136900,78300,79900,80400,88800,63300,53100,75000,160000,65200,60100,84200,80000,57100,56200,69900,63300,66000,202300,79700,69800,65400,
0,100,200,700,300,400,900,1000,2500,1100,3500,4200,4700,2600,2700,6600,3700,4500,4700,4800,4500,11500,7400,14300,14500,15400,18900,19100,19300,20600,22600,23900,24200,28100,27700,29800,31300,17300,19100,20900,21600,21100,24100,27000,46700,27900,32100,34900,29100,36300,58600,38200,38200,49000,64400,52500,48100,50500,53800,104700,54000,43100,48400,48100,50500,96400,50400,54800,55000,64700,113700,57700,62900,66200,66500,127500,79600,137200,133200,137800,80500,81600,91800,68500,63500,161400,65600,165000,74800,61900,192900,46700,66900,197800,64100,63400,74600,52500,70300,214700,
0,200,200,400,900,500,800,1000,2300,3100,1500,4100,4500,2400,2600,4100,7500,8200,4300,4300,10900,9300,7300,9400,7300,16000,16500,19100,19400,21300,22500,23300,24200,26200,28300,29100,33200,19300,33900,21900,24300,25200,23700,43800,29300,25600,33300,32000,31900,37300,38100,37400,38300,66100,68800,47400,46300,74700,55100,53200,63100,43900,42900,48700,92300,49200,51700,106800,57100,106700,110300,111000,57100,69700,122300,62300,69100,162400,71400,79600,72500,152400,145300,52700,158400,72200,156500,166600,82300,82400,84600,58000,46400,53800,193700,199200,66800,66200,55600,53900,
0,100,400,400,900,500,800,1900,1000,1200,1400,3900,2500,5300,6100,6400,7200,4100,9700,4500,11000,12000,7300,13500,7300,15300,16500,20500,19400,21300,22600,25000,24200,27000,28300,30000,30500,32300,20100,34400,20800,40900,25600,42700,37200,47600,26700,34400,32700,54900,59800,41900,62400,44000,41000,54700,48900,74700,83400,48500,108900,84500,91300,88300,92400,46900,50900,99400,103700,57600,110500,61000,116800,117200,69700,72900,74000,78400,132300,130900,143800,83500,149400,150700,152300,62200,65700,164700,166600,177300,77500,67000,69600,55000,64000,204500,58700,77400,203700,72200,
100,300,100,300,400,1200,1500,1800,2200,2900,3500,2400,4400,2500,6000,6400,4100,4200,4400,9700,4600,12000,12500,13900,7200,15400,17400,18000,20100,21300,24100,23400,24300,29600,27600,30000,31500,32300,19900,35000,37600,34700,41600,43800,28400,46800,49000,50500,52500,56200,60000,39400,70900,47600,64400,69500,45700,45000,51100,54800,96200,41400,46800,48000,90400,95300,99500,51700,56900,56100,59700,112600,111700,117200,120700,75700,131500,84800,130500,131000,139200,140400,80700,152400,152400,157500,74300,166500,164800,181200,180000,182500,186800,65100,54700,218200,197300,67200,203100,68400,
100,200,300,700,300,1200,1600,2000,1000,2700,3300,2300,2400,2400,5900,6400,7100,8000,8900,9800,4600,7000,7400,7400,14800,15400,17100,18500,19300,21200,22100,22700,24700,26300,28200,31200,32700,32300,34000,35200,29800,39100,40900,45000,45600,49000,49400,50500,34200,58100,37500,60400,66700,66600,65400,70800,70600,75800,75500,76100,81100,83100,44900,44800,46700,59200,96000,57600,102200,60900,108000,108800,113200,62900,120600,128700,128500,70700,73300,132800,142900,142100,143800,59500,62100,55300,156000,58100,67400,76900,63500,176000,181600,181600,193100,200600,58000,61900,205500,83800,
0,100,100,700,800,1200,1500,2000,2200,2900,3400,3800,4600,5200,6000,6400,4100,8400,4500,4600,10500,11300,9300,14000,14300,15400,16500,18400,20100,21400,21400,22900,24700,26400,27500,29100,30100,18400,34400,20400,37300,23800,44000,26000,44600,46700,31200,50500,55700,34200,55600,60300,63200,63600,43000,68000,72300,75800,76700,49600,57200,42200,44100,90700,90300,96100,94600,55000,105900,105000,57300,61100,115100,68300,122300,69400,126900,129100,72400,75900,147400,140400,80100,70100,152400,62000,68000,166700,77000,172800,177100,176000,56500,179700,193300,50100,50500,203500,205200,79400,
