10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,
200,400,500,800,1200,1600,1900,2600,3000,3400,4000,4500,5200,5600,6000,6800,7600,8000,9200,9500,10300,10800,12100,12600,13700,14300,15800,15100,15800,17000,18100,18800,21100,21000,23900,22800,24500,25500,26000,28300,29100,32100,31600,33300,35000,35300,36800,38800,41400,41300,45600,44100,47900,47200,49500,52300,55700,59800,56000,57000,59000,61100,66200,65100,66000,93000,70900,71700,75600,75500,83900,80100,93900,85800,94900,89000,94800,96200,97700,97500,97900,104000,107700,108700,109700,113400,119300,115800,116300,118100,126100,126300,130600,133400,137300,136200,141100,139100,144800,147700,
200,200,400,600,1000,1200,1700,2300,2400,2800,3200,4100,4800,4800,5600,6200,7100,7700,8600,9300,10300,10400,11600,12000,13100,13700,15100,14500,15700,16900,17600,18400,20200,20500,21200,22200,23700,24800,25400,28800,28400,29300,30400,32800,35200,34200,36000,40000,38700,39900,54400,42500,43900,46300,48400,52500,52400,56400,54800,55500,57400,61900,61000,66600,66700,66000,70700,70000,72100,73800,77500,77900,82500,84400,86300,89000,88200,90300,95700,94000,96600,98700,103200,104300,107100,108000,115000,113900,117700,117000,121400,133900,125200,131100,134200,136600,137400,141400,143700,142400,
100,300,300,600,1000,1500,1500,2200,3000,2800,3600,3900,4600,5400,5300,6300,6200,6900,8000,9200,9800,10300,11100,10900,12600,13500,14700,14300,15200,16300,16900,17700,20200,20100,20800,21900,23000,27600,27300,26300,27600,29000,30000,31900,32900,33900,35200,49600,37800,39300,41100,41900,43400,45000,48300,49400,53600,55100,53900,54600,56000,60700,60000,62900,63300,67800,69300,68900,71800,72800,74400,77200,80300,83800,92000,86000,89500,89400,91500,96900,95500,107800,100200,105200,105100,108600,115200,112500,112700,118500,121000,129000,125300,128600,132700,139000,137800,137800,141500,147300,
0,200,300,700,1000,1400,1500,2300,2800,3000,3400,4000,4900,4600,5600,5900,6500,6800,8000,8400,9200,10000,11200,11400,12500,12800,14500,14000,15000,16100,16400,17500,19800,19700,20500,21800,23000,23800,24900,26100,27000,28800,29900,31400,32500,33600,34700,38000,41700,38400,40900,41800,43100,44700,45800,48600,50500,51600,53200,53900,55900,60800,62500,65800,64700,64300,67100,77400,71800,72700,74400,76500,82100,82100,89400,85400,88000,95300,95900,94400,95200,98800,103300,102400,108000,108900,115000,112300,115900,114700,120000,125900,121500,128600,132300,135900,134200,140900,136700,140600,
100,100,300,700,1000,1200,1500,1900,2300,2600,3300,3500,4700,4400,5200,5600,6800,6600,7700,8600,9800,9800,10300,10600,11700,12600,13700,13900,14700,17400,16300,17300,19400,19900,20100,21300,22700,29700,26300,26400,26800,29700,29200,31200,31800,33200,34100,36400,36400,38500,41200,41300,43000,44200,46700,48600,49500,52000,53200,53500,57700,58800,59200,62200,62800,75400,67200,71400,72200,72700,75700,76400,79300,82900,86400,85100,90900,89900,90300,91700,94600,99400,99300,102300,106100,111100,112500,116200,118200,113800,116900,122100,120800,129900,131400,132000,134300,145600,137000,139400,
100,200,300,600,1000,1300,1700,2000,2600,2700,3200,4000,4700,5300,5300,6300,6700,7400,7900,8800,8800,9900,10800,10500,12200,13500,16700,13900,14600,15400,16300,17200,19400,20000,20500,21700,22700,25600,24100,26200,26800,27700,31100,30800,31900,33400,34500,36400,36700,38800,41800,41100,50900,44100,46400,48900,48800,52600,52500,53200,55200,58600,59300,61800,64700,66700,66800,67600,71300,72800,72500,76500,79400,81700,84400,85500,87300,86400,90500,90600,94300,95900,98300,101900,106900,108400,112500,111400,120100,116500,116900,121100,120700,130000,133500,132400,133500,147700,137500,139400,
100,100,500,600,900,1200,1700,2100,2200,2900,3000,3400,4400,4300,5100,5800,5900,6500,8400,8500,8600,9800,10900,11500,11500,12600,13000,14100,14700,15200,16300,17000,19200,21700,20700,21300,22400,25400,24100,26000,26800,28200,28300,30600,31700,34300,34000,36400,36800,38300,39800,40900,44700,43900,47800,48900,49400,52500,52800,53200,55100,58300,58900,61900,61200,63700,67600,72800,71500,70100,71900,76000,81300,80000,84000,82500,87500,86200,90300,91400,94100,95600,98400,101700,105000,108600,112000,111300,112700,115000,116300,121200,120800,127500,131800,133000,133700,137800,136700,143800,
100,100,400,600,1000,1200,1400,2100,2200,2500,3000,4100,4600,4900,5100,5500,8500,6400,7900,8000,8600,10000,10000,10300,11500,12300,13100,13500,14600,15200,17800,17000,21000,19600,22100,21200,22600,26000,24300,29100,26800,27900,29000,30600,69600,38500,33600,38100,36700,40900,40000,41800,42000,44000,45800,48200,48900,52400,52900,53200,55500,60400,58700,62100,61000,63300,66000,79200,67900,70200,72000,76000,80500,80400,83600,82300,85400,85300,90400,90700,94000,94900,98100,101000,104600,108300,111800,112600,114100,113300,116500,120900,119900,126200,131900,131700,133600,145200,136300,146200,
100,100,300,600,900,1200,1600,1900,2500,2800,2900,3300,4100,4300,5100,5400,6300,7100,7400,7900,9200,9400,9900,11300,11300,12100,12800,13600,14800,15100,15800,16800,19300,19800,20000,21300,22200,24000,24500,25200,26600,28600,29000,30700,32000,32800,33700,35200,38600,38300,40400,42700,41800,44300,45800,48600,48700,52100,52400,53100,55100,56700,58500,61400,60900,62800,65400,72200,67300,70700,71800,76000,77100,80300,83300,82900,86700,85500,89600,90800,94200,94800,98400,101400,100900,107600,112100,112700,116200,113600,116900,121300,139400,126900,131100,133300,136300,139400,137000,142000,
