165.178,531.267,1094.832,2152.242,3538.873,4877.586,6523.501,8911.862,11578.723,14997.325,18602.986,22444.655,26641.239,31826.618,38293.24,43413.895,49102.144,55112.801,65076.746,68927.396,78042.634,83460.323,90572.35,102230.719,108667.922,118057.166,131624.233,139171.453,145993.486,157746.475,169341.049,176120.732,191174.815,202464.007,212721.092,229710.744,238278.942,250255.612,267857.413,280994.066,291653.747,304873.156,315168.397,336310.346,348249.836,364113.335,379910.053,402004.636,414059.945,428238.753,449417.972,461531.813,479841.799,500745.447,520101.531,536498.173,550128.834,569402.599,582828.268,613916.626,636785.93,646945.187,683076.641,691674.617,715309.974,726731.919,750663.088,777600.812,792513.928,811859.86,845116.636,860797.806,889838.19,920039.439,936310.82,951829.658,982867.515,1019653.851,1034929.186,1054580.042,1086280.619,1113088.897,1144778.353,1161852.837,1192547.786,1218740.401,1233301.823,1275905.362,1297453.381,1328767.291,1355041.585,1392702.381,1416574.854,1436329.344,1464831.47,1519861.615,1548736.172,1554727.439,1604314.253,1615982.105
10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000
674,1138,2293,4255,6091,8303,10550,13446,17134,22418,47988,29321,36094,37923,45208,87925,78273,86855,104276,113121,104430,121386,120026,135648,141708,159467,161570,198197,177009,168158,200621,207540,231167,226498,247475,221236,262470,287844,255970,337699,321669,347713,344710,360437,384097,386941,407202,423135,422296,452538,466260,475042,532495,524494,537172,553712,516636,584368,577390,590569,597044,639109,720482,694590,764356,741280,721858,766616,792536,821138,892128,921452,919639,903295,980018,941120,971416,1006334,1020031,1045026,1124847,1166527,1126179,1151758,1183002,1293676,1411731,1251529,1283708,1325630,1336951,1407332,1473050,1458790,1506920,1555883,1551999,1532528,1638916,1602969
234,756,1515,3125,4987,32609,8663,11887,15356,20615,28780,48815,65026,75453,82712,72118,72530,78905,67802,68564,93743,82536,105572,96635,103890,163554,125242,137655,173536,147779,164376,172600,184778,187697,203521,217869,227902,232173,249404,300775,272963,303083,306917,448194,399614,377873,499971,386886,442917,413334,445483,432464,459304,529999,523233,559565,562599,546551,577686,595282,652690,639290,686315,660340,762192,738654,747843,772565,760576,847787,829498,849006,885020,904839,934598,941946,965677,1006524,1018977,1035839,1098836,1094331,1122124,1268141,1178277,1201476,1241015,1250850,1284131,1382345,1332480,1371018,1585381,1522550,1449815,1539890,1526239,1541542,1559348,1601880
322,579,1158,2397,3883,6301,7923,11153,34494,19830,23879,42524,31429,55692,40014,47038,49877,57853,65515,66690,101997,80885,86086,134310,102324,112423,123373,136148,163197,146880,162238,211569,183422,220326,201399,216812,227937,232571,298089,307944,271415,289856,305979,367117,321228,334898,384357,388159,488629,412526,442171,479121,505812,507493,558816,577192,557552,547203,579867,629618,679331,795339,648890,661266,707260,771742,745004,764920,759857,816699,832240,848946,849002,940468,953731,913704,966218,1014929,1018083,1088982,1118199,1098278,1124609,1212816,1177078,1204691,1247741,1251631,1283379,1359680,1416954,1390208,1446409,1505614,1448226,1535308,1524686,1596199,1620915,1600476
153,498,1028,2141,3384,5727,7456,29264,15007,18949,23342,24536,30428,51712,39626,45663,48813,56736,63804,109013,91649,78607,85406,94604,116963,111759,166202,135611,153136,146616,161589,209762,182070,208440,264798,262356,230179,232363,249540,272618,270421,290192,346037,317459,367362,335885,375014,388675,487456,413399,448508,433839,562211,470730,554854,577871,579890,568269,574988,592768,653900,653386,648927,658767,739661,696930,739750,833662,760109,813351,833211,848761,846345,922761,946784,962615,969620,1006541,1021101,1039707,1033005,1070047,1126179,1202819,1223282,1165639,1279364,1267446,1284509,1354568,1333291,1402703,1400129,1445235,1435981,1498072,1522520,1529734,1578052,1629707
156,478,1016,2080,3262,5353,7180,10702,14332,18272,22677,23941,29935,32501,77288,45139,88878,56002,62540,65061,73474,78126,85645,93873,103720,111581,122647,175079,136083,147237,161211,177594,183279,188008,244754,216539,227106,260112,249324,258477,321965,332020,362402,356195,320066,382169,355861,386707,443564,413426,432316,434967,493403,507239,485964,555001,530608,575708,578882,592833,609507,606321,678422,660263,682648,742683,741942,747809,757549,781442,833383,844988,864539,927274,931273,916128,940543,1005890,1071605,1038055,1111225,1095688,1127738,1152728,1176215,1208227,1281464,1218897,1329147,1350475,1334231,1387967,1525920,1451185,1438987,1569822,1525214,1537296,1640362,1643882
144,462,1014,2071,3257,5304,25635,10549,26873,19601,23462,23515,29241,32225,37227,57144,67494,72145,62852,64427,73452,78187,85444,94256,103455,111338,122312,135460,135471,172878,164093,165048,183962,187032,217663,216446,227978,252325,249632,318083,321342,289505,289541,331174,318954,384904,399054,387864,407651,414185,432225,431917,448656,470628,533975,515193,532518,580245,576656,680640,649510,644871,666157,691793,686515,736879,771092,793249,796503,778629,833595,899545,868041,915901,926364,917470,975019,1003989,1080854,1039698,1087325,1068666,1142667,1207250,1169457,1228166,1227085,1477428,1298810,1346263,1443597,1369790,1505181,1452500,1422108,1539996,1566340,1558067,1584419,1620132
151,468,1049,2087,3223,5216,20985,10253,12492,18165,37443,22959,29224,31954,36580,42786,46845,54059,62321,64457,73856,78012,84952,94309,105270,148864,124077,135968,135981,166897,162194,164570,183583,187521,211783,217117,227778,283286,327488,274115,269728,290018,329618,310176,362734,356974,368075,436735,390030,412714,432363,464106,496988,520111,574438,556944,553695,558829,577359,590894,650709,650318,827413,732772,686126,736033,767118,798151,780210,809146,833129,852287,865707,946522,922408,938879,943950,1005526,1079369,1045790,1103763,1081686,1139570,1266928,1176688,1199393,1219713,1261294,1282111,1276915,1343066,1365353,1522747,1481084,1450688,1493609,1543912,1530441,1588854,1612953
143,452,1024,2076,3206,5191,6764,12808,12181,17513,20781,49471,28849,31263,36404,42353,46615,53867,62722,64330,72896,78205,84788,94758,140014,111019,123184,135638,135121,191625,270089,206336,183913,237420,221756,218527,229105,251894,264029,257415,371855,330612,292604,353204,340159,388010,347890,368784,390590,436087,429607,456286,488176,519749,523843,518151,544031,561390,576540,633717,609755,652207,695386,678353,686717,696514,745953,795104,785938,799543,830710,847838,869056,937143,925117,940662,940060,1007032,1078961,1074446,1068969,1098860,1099393,1248720,1174524,1213166,1402455,1258797,1311261,1281651,1419705,1376548,1438043,1425309,1433299,1578366,1569260,1605312,1579013,1599721
