141.032,409.485,622.615,1022.744,1528.521,2272.999,2869.005,3922.928,5055.43,5985.514,7220.749,8608.427,10370.873,12202.682,14269.127,16973.199,20329.323,21196.02,21148.167,24557.388,28767.782,29732.333,31950.288,38112.071,39925.574,37798.228,43198.161,48755.049,52793.15,56379.203,56781.741,56977.394,65204.235,71306.454,73024.563,76313.282,81466.928,83760.763,92903.908,93941.295,98929.762,105463.121,106033.437,112161.047,114453.438,127136.336,121981.368,135762.333,145180.045,142280.255,147634.783,154765.689,159013.345,166335.571,171450.252,188747.277,179761.564,196692.313,187054.119,214147.039,209631.647,216699.881,234343.47,243015.952,234300.248,241155.594,256916.654,269764.186,267176.799,269036.171,298553.572,299534.078,304777.587,313112.207,320443.367,321819.795,339419.132,341933.521,354548.733,343294.584,372327.68,364748.933,383562.346,391242.437,416228.38,417952.395,399738.133,449227.792,451617.103,451436.23,480402.505,483405.237,495288.897,479649.736,486454.357,526958.869,534466.381,528891.917,558891.463,512738.726
10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000
655,811,1221,1774,2492,3253,4085,5337,6699,7633,8993,10329,12124,14061,16004,17383,20355,21912,21311,24824,28734,30082,32843,40148,41593,43383,43486,56716,61914,63061,65906,67763,76080,89169,88037,94996,101001,103991,116711,117286,123018,129058,124850,134892,129438,130480,122466,150713,167999,161183,170261,175266,176626,186986,190884,209347,200499,216550,206936,241126,230670,244629,254324,272926,249356,269683,277671,284254,284626,291251,320479,322580,325139,335375,342922,337270,352431,365268,380800,372781,392577,383395,406886,419413,435290,420570,424303,468121,474953,481475,513711,497235,523928,501734,491218,527458,576339,547411,587312,537331
251,604,828,1350,1864,2653,3509,4710,6222,7114,8249,9787,11690,13299,15380,24995,20242,26579,25958,31966,39287,40154,43416,51282,54262,52598,58326,53740,63117,72113,69153,62857,75326,72302,80499,80977,84765,83515,92863,93625,98837,110569,102818,117258,117160,129345,121732,139205,144439,141454,147084,159696,165001,165202,175521,188118,179064,195763,186243,212927,208839,215413,233616,242551,241456,249571,255619,268604,265973,268480,313499,298498,303457,311815,319409,311824,329480,340629,353374,341861,377270,363105,382025,390134,420673,415655,403140,453406,449954,449271,478541,509585,492730,485036,501828,532720,518323,531660,555892,510936
143,477,612,996,1504,2204,3095,4154,5668,6360,7817,9237,10926,12534,14795,21599,25915,28558,28630,29370,37193,37222,41499,51974,44879,36829,51936,47452,51905,55080,55715,55849,64215,70419,71794,75570,80370,82875,92011,92948,98102,104350,102081,111262,111516,128323,121020,133680,143725,140843,146209,153499,157698,164693,170036,193546,183948,201063,190347,212114,208066,214339,232880,241587,239186,245970,254980,273464,269969,267770,293919,297835,302677,310788,326150,310871,336441,340087,357315,341228,370276,368355,387688,395702,413990,418071,397733,447245,450538,451335,477761,482161,498392,476827,497149,527893,526916,524257,578303,512282
140,413,596,982,1500,2169,2951,3936,5432,6226,7626,8800,10539,12404,14406,22500,25917,25622,20580,27023,27217,28290,35468,36520,42851,36319,41660,47041,51383,54796,55173,55494,63626,69815,71295,74909,79898,82321,91376,92501,108039,103751,101575,110695,122211,127909,122925,133313,143227,140302,145436,153051,157244,164052,169369,187002,177782,194620,185076,211443,213857,219653,238486,241297,243747,245771,260500,267241,264719,267151,288988,302562,302184,312332,318127,320357,343989,342176,352134,344070,369642,362075,381186,388801,415422,414438,397410,448914,448323,448038,479251,484345,491721,486584,501107,529504,544690,527490,570164,509663
140,373,573,1030,1476,2172,2883,3860,5277,6071,7404,8624,10360,12106,14229,21171,26163,20078,19635,23024,27006,28063,30577,36859,38396,36123,41481,46812,51106,54574,54972,55099,63476,69500,71017,74677,79727,82081,91127,92155,97247,103363,106719,110496,107907,144921,120378,133003,142716,144615,145108,152631,157084,163684,169149,186655,177340,194392,184679,211110,207295,213567,232087,241058,238374,254381,254205,266927,264596,269475,288150,297060,303687,310163,318365,333609,346194,339099,351901,340224,372313,361722,384386,388259,412896,416724,401128,446326,450748,449523,476928,481224,495990,475747,496315,525096,533603,523600,571919,511175
141,390,592,975,1467,2187,2838,3838,5215,6012,7349,8566,10393,12096,14178,20828,18596,19985,19505,22889,26980,28071,30331,36405,38315,36026,41396,46711,51016,54506,54920,55133,63438,69380,76761,74490,79599,81987,90894,92114,97100,103219,101250,110267,107645,131000,120107,132906,142713,139879,145130,152523,156910,168662,168902,186430,177257,194122,184457,213212,207140,213475,231991,243447,238125,240149,253898,266791,264457,266760,287989,296770,301816,309882,321469,327360,348316,338830,360525,340032,368926,368065,396915,392482,412551,413995,396746,446173,447855,447457,489407,483063,491012,479345,499794,530803,530825,525037,570026,508845
141,375,574,966,1725,2172,2848,3862,5159,5953,7276,8520,10293,12017,14140,21234,18552,19920,19493,22822,26994,28080,30323,36416,38242,36045,42236,46744,50997,54534,54816,55085,68974,69436,71097,74475,85045,81909,90921,97838,97066,103293,101177,110264,110090,133877,120111,132812,142631,139890,144976,152390,156701,163651,168879,186349,177205,194113,184320,210980,207091,213433,231784,240565,237830,238461,253723,269255,266031,266651,290833,299431,301869,312178,317514,330196,356493,341299,351847,343848,370963,368273,370165,388191,414178,413911,399012,447488,447735,447411,476479,480929,492964,481054,495680,524399,533292,523093,573732,510822
142,374,574,987,1413,2178,2851,3858,5158,5926,7272,8471,10218,12092,14158,20454,18499,19968,19490,22843,26889,27997,30331,37104,38207,36016,41310,46784,50983,59666,54774,55141,63377,69379,70987,74383,79458,81902,90867,91981,97021,103368,101285,110268,107557,130962,120183,132774,144658,139751,148481,154793,158900,163578,170506,186295,177270,196214,184387,210994,207057,213270,233932,240446,237853,238346,257479,266675,264316,266558,293110,296874,305212,309969,317432,327310,336253,338571,351873,339927,368864,351495,373765,389655,412424,416951,396694,445992,449241,448925,480116,482959,490950,480658,506034,533968,530563,527770,576778,511519
136,376,578,965,1402,2177,2835,3863,5127,5915,7305,8461,10175,12019,14113,22683,18533,19946,19467,22860,26960,28084,30410,37574,38238,35986,41376,46711,55868,54528,54847,55132,63322,69274,70984,74439,79477,82042,95902,92067,97110,103375,101199,110272,107593,130934,120104,134990,142679,139832,145110,152380,156741,163480,168922,188930,179017,193894,188165,211022,209532,215653,231652,240381,241798,238214,253652,266706,264506,268115,287825,296705,301482,309841,320029,327176,338744,338422,353139,340024,368750,358565,378060,387852,414789,413974,396676,447362,447787,447106,476350,480744,494081,475432,482127,524186,533620,522727,562528,517571
141,374,572,970,1407,2191,2839,3823,5112,5903,7285,8483,10204,11988,14150,21097,18406,19947,19506,22813,26942,28054,30313,36443,38222,35951,41355,51607,50980,54479,54917,55069,63283,69465,71020,74452,79458,86401,90951,92101,97139,103348,106094,110215,107672,131022,120199,132729,142829,139857,145034,152354,156713,163452,172680,186350,177089,194075,184291,210983,207019,213293,231783,242526,237870,240156,253695,266785,264411,266381,290085,296734,301548,309991,317479,330040,336437,340961,351737,343523,371053,351477,370373,387887,412430,416487,399507,446175,449205,448601,477950,482404,490696,478980,484132,526589,530415,526847,541963,498814
138,374,578,969,1402,2179,2816,3841,5129,5925,7253,8468,10249,12016,14122,21976,18483,20007,19495,22765,26955,28072,30256,36450,38206,35925,41276,46741,50918,54490,54884,55105,63268,69471,70942,74423,79352,81915,90912,92028,97080,103405,101197,114247,111941,131046,135464,132754,142566,139701,145043,152365,156676,163487,168937,186320,177229,193930,184284,213654,207008,213321,231773,240461,248166,238364,253620,269901,267264,266452,287771,299538,303675,312902,317383,336847,336406,338422,351600,339814,368710,353849,379665,391393,414600,413779,396563,464323,447652,446924,476166,480795,494661,475476,482307,525768,534557,524838,539336,519328
138,387,576,972,1401,2184,2796,3833,5144,5894,7287,8466,10213,11953,14195,21527,18501,19997,19481,22870,27026,28113,30625,36362,38186,35958,41480,46814,50930,54436,54774,55002,63305,69419,71018,74434,79432,81910,90895,92049,97123,106674,101208,110198,107591,142457,125766,132799,142579,141793,144950,152443,156541,165382,182002,186369,177188,193972,184437,211095,207119,213329,231764,240468,231270,238322,257238,266778,264394,266436,287827,296602,301494,309836,321083,318257,337917,338423,354985,339687,368818,351545,381313,387854,412165,413705,398553,433973,450180,449476,477769,482033,490680,479537,485585,523588,530360,522846,577160,508678
