699.1,1574,2391.9,3234.4,4257.9,4973.7,6282.3,7223.1,7871.8,8855.7,9622.9,10436.4,11193.4,12596.3,13314.7,14153.7,15064.6,15925,16436.3,18230.7,18366.8,19344.1,20430.1,21128.8,22464.2,23010.9,24199.5,25220,25692.9,26483.8,27477.7,28438.4,29411.9,31116.9,30976.2,32706,33213.4,34132.7,34690,35800.1,36568.2,37415,38243.8,39366.4,40093.2,40678.7,42360.4,44649,44286.6,44367.2,45615.2,46596.4,47573.3,49734.2,49441.8,50755.8,51605.4,52385.8,54321.2,54133.1,55349,55602.8,56977.1,57858,58050.5,60161.9,59813.6,62190.6,64081.7,63932.4,65300.1,65808.6,66843.3,68605.3,69231.2,72283.3,71745.3,72141.8,73097.8,74267.5,75028.2,77658.8,78708.8,79028.6,80618.9,81072.2,82521.8,85802.2,84156.6,85037.9,87319.1,90292.7,90412,92464.8,92313.8,93996.6,95469.8,95185.1,96182.7,98580.8
10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000
2300,2700,3500,4500,6600,7000,8800,11900,12200,15000,13700,19200,17000,18900,21600,30400,23100,22700,30400,24900,25900,27400,28800,28200,31400,37800,35000,48200,64800,38100,39600,38200,40200,41700,42500,43500,47500,45400,66500,67800,59500,49700,73600,51800,69100,56400,71600,58400,80000,57800,73100,61600,66500,68800,68600,69000,79800,72400,76000,74500,79900,73200,80100,77000,83800,82100,85300,89900,89700,87300,91800,90600,95000,96100,93500,94500,109900,94300,101700,102300,109400,123400,107800,109900,112300,107100,111900,108000,112900,109400,115600,121600,118600,117200,119900,125200,125600,121100,122000,118300
1000,2100,2400,3800,5200,5400,6400,11100,9400,10400,18500,18700,12500,14400,15000,15800,17400,17400,19500,20200,21100,22100,23700,24000,25700,26200,32400,29400,52500,30900,32000,32100,34700,35400,36200,36900,38700,39200,40200,68500,42900,44100,51700,46200,47700,51900,56500,51000,56300,51000,54300,54300,56800,59200,60300,59800,64600,62400,66600,64500,66900,66000,68900,67200,70900,71500,78400,76600,83700,76600,77500,76500,80300,82900,85200,82500,84800,87900,89000,88300,94200,94200,91400,94200,98300,95300,99000,97000,98600,98500,103100,108400,105500,106400,110600,108200,116200,109500,110600,109700
900,1600,2300,3200,4700,5600,6500,8100,8600,9300,14700,11100,11700,13400,14500,15500,16300,17100,18100,18200,20300,26600,21500,22300,24700,25300,26000,27100,46700,29000,29900,30600,35500,33100,34600,34300,36200,37400,41500,46700,40400,41900,42600,42900,44900,46900,54000,47000,51200,49100,51700,52700,53500,55600,62500,57700,59300,59800,62100,62000,63700,62300,68200,64000,70500,69600,71200,71500,72900,73800,77600,74500,78000,77100,81700,78300,80700,83800,90200,84700,90800,88700,91800,92100,93500,91800,96300,95300,97100,95500,99300,99100,105200,103000,104800,106300,108500,105700,113900,106800
700,1600,2200,3200,4200,5000,6000,11100,8400,9300,10300,10600,11400,13600,13700,14600,15600,15900,17800,18800,20100,20100,21700,22100,29600,29400,30600,26700,48700,28100,29900,29900,31100,32100,33800,34800,36400,36700,37900,39400,43100,39900,41600,44500,45400,50500,48600,46800,50200,48300,50400,51900,52200,57700,60800,54800,59100,57600,62700,62200,62200,60700,67700,64900,65800,70500,69000,70300,72100,72000,73200,79300,74500,96600,77500,79200,78800,81400,85000,83800,84200,90700,87100,88800,91100,91000,93100,94000,94200,94700,97400,96300,99400,100400,101300,100900,102700,105700,108900,104400
800,1700,2800,3400,4400,5300,6200,7400,8400,8900,10100,10400,11800,13100,13300,14600,15500,15700,17600,18100,19100,20400,21000,22000,22700,23400,25200,25700,35000,28100,29500,29000,29600,32300,33100,34500,35200,37600,39200,45100,43900,44700,46000,44300,42400,43100,43800,52600,49200,49700,62200,53300,51600,54800,54100,54300,58000,57300,61800,59500,61900,60800,63300,64800,65900,66500,69800,69500,69000,71600,74400,77100,74500,72000,79200,75200,107800,79900,82600,84400,83000,82800,86500,104100,88800,91200,90100,93000,95000,94800,100900,96800,99000,100400,100300,100300,101800,104700,112900,104500
700,1600,2300,3100,4000,5000,6200,7900,8300,9000,10000,10400,11600,13200,13400,15300,15300,16200,20700,18300,19200,19800,26100,22000,22800,23100,24600,25400,27400,31700,29300,28900,41600,31600,34300,33600,50600,35300,36500,41100,52100,39700,43500,40900,41800,44100,48300,46400,46800,46300,48600,51800,50700,55000,53800,54700,61600,56500,57200,58500,60600,58400,62600,61200,65100,66400,69600,69000,67600,70200,77200,71900,72800,72100,75100,74400,101500,79300,85100,81300,81700,83100,89800,88700,88300,90600,91500,92800,95900,94900,94000,94300,98400,98700,99000,100300,101000,103800,104000,105600
1200,1600,2300,3200,4100,6000,5900,7400,8300,8700,9800,10400,11600,12900,13400,14300,15200,16200,16900,17500,19000,19800,21200,26300,37900,24700,26800,25600,28700,27000,29300,29400,32600,32100,32700,33700,36700,35000,38100,38000,43600,38200,40200,41700,41300,42400,44300,44100,47000,45700,47700,48700,51100,53400,54300,53400,54700,56100,57200,57900,59600,59300,62900,60300,63000,64700,66200,68600,67600,70300,71100,74900,78800,72100,75300,74500,80000,78500,82000,79600,81700,83300,83600,90100,86700,89600,90700,91900,92000,94800,93200,94500,96400,98400,99400,99800,100900,104400,106300,104200
800,1500,2300,3500,4400,7400,6100,7000,7800,9000,9400,9600,11900,13000,13300,14200,15500,20600,17400,17800,25100,19900,20500,25500,22800,30900,31300,31200,26700,27600,32500,36300,30800,31500,34900,33000,40500,35300,37500,46000,38300,38300,40200,40500,47100,47000,45400,45400,48500,45600,46900,48100,50200,54900,54700,53500,55700,56200,56300,57200,59400,57400,65400,60800,61300,64200,67900,67800,67100,70300,68500,71000,73800,71800,75600,72400,79300,83200,79900,80600,80600,82800,85900,84300,87400,89900,89200,91400,90000,92000,93200,94000,94900,115500,102300,102300,99400,104200,108800,104100
